lemma,f
venezuela-style,1
reveal,605
three-quarter,28
audition,22
illegality,2
fly-half,1
cavalry,4
timidity,7
weakling,3
valuable,76
over-leveraged,8
sirloin,2
smoking,34
bruegel,14
die-cast,1
jet-setting,2
brooch,5
renegotiation,51
plough,36
far-off,6
slovakian,4
wrong-footing,1
hatch,35
pod,10
cash-starved,2
tech,18
merged,4
ill-conceived,2
43-year,2
eatery,5
exhale,1
resignation,145
petro-chemical,1
houseboat,2
backup,3
eb,1
scandal,211
weft,3
dyed-in-the-wool,1
medallist,9
reprivatise,1
well-being,32
even,11
extrapolation,4
pavement,23
ceaseless,3
undermanned,1
clashing,1
workshop,30
genesis,7
self-government,2
super-state,1
fledge,10
spartan,10
blasphemy,5
contrary,165
ethical,18
lawn,21
saunter,4
exacerbate,79
front-end,2
calcify,1
scale-up,1
virtue,83
proverb,3
usp,2
first-round,5
frothy,10
partition,6
jet-set,1
undressed,2
mawkishness,1
scattergun,1
warrant,29
comprehensive,120
clumsy,16
cip,2
housemaid,1
tax-dodger,1
vox,1
periodic,9
militaristic,1
future,1791
accrue,15
unpersuaded,1
disclose,194
languid,4
zeitgeist,4
chest,40
absorber,18
tough-minded,1
stained-glass,2
back-burner,3
digest,38
10-mile,2
casing,5
boom-and-bust,1
40,2
porosity,1
outstay,4
distortionary,1
unfounded,16
zombie,35
growth-boosting,3
profit,946
penal,26
oration,2
quibble,16
boyband,1
dilapidation,1
unethical,2
22-month,2
networker,1
entitle,153
shank,2
anecdotal,11
parasitical,1
naval,37
referral,4
splitting,21
vinegar,28
sewn,2
advisor,11
plasticine,1
lance,11
reassert,15
teeny-tiny,1
micro-target,1
tense,57
stockmarket,36
over-mighty,2
wishful,28
whitewashed,5
inward-looking,3
gun-running,1
aside,3
250-strong,1
hullabaloo,1
back-stage,1
limited,192
resile,9
apprehensive,3
nascent,28
mercantile,1
post-mortem,2
jobseeker,16
rapturous,13
reinvestment,3
anticlimax,1
voce,3
dementia,15
relatable,1
middle-class,132
rework,15
gloomster,3
100-plus,1
debt-crisis,1
oafish,1
high-wire,2
frenetic,10
best-known,15
nini,1
decommission,13
declutter,2
unlock,63
multus,1
posterity,7
burnout,2
haver,4
non-salary,1
anti-patriotic,1
ennui,4
exploratory,7
a-level,13
fetish,2
bye,2
traveller,90
one-to-one,3
censorship,4
sell-off,71
nexus,25
atrocity,11
standpipe,1
painkiller,3
bouquet,6
vetting,1
courtier,17
itinerary,34
illuminating,17
eight-year-old,7
glitterball,2
simulate,3
half-empty,3
fracturing,5
potter,6
bare,96
mover,8
malign,11
low-key,16
chutzpah,8
week-end,1
argue,1120
self-help,12
too-small,1
dubstep,3
phantasm,1
classicism,1
reece,1
less,1346
alms,1
nutmeg,1
purge,41
meddling,11
trillion-euro,2
mam,1
repairable,1
territorial,11
crusader,3
roaming,2
lenient,4
y-front,7
seize,164
enrol,21
ultra-hawkish,2
bloodcurdling,1
insensible,1
obvious,331
sickness,21
muscular,13
fetishism,4
docker,1
pap,2
rigmarole,1
homogenise,1
kitten,10
throwback,8
re-create,2
millennium,12
accompli,4
confine,64
wrn,1
reader,205
singleton,1
incite,11
burner,5
status,325
egg-and-spoon,1
timbered,1
hooch,1
lunch,219
pre-general,1
minicab,1
41-year,1
tangible,30
right-hand,7
unexploded,2
plantation,9
letting,9
bicarbonate,2
locked-in,1
bat,23
simulation,4
cutlery,5
heel,91
lv,4
conservative-labour,1
top-up,28
unrevealing,1
onstage,1
error,247
conveyor,6
transnational,2
buddha-like,1
raspberry,11
franco-era,1
ay,2
debt-cutting,3
endgame,21
appoint,175
naivety,6
sliver,4
face-to-face,4
home-ownership,1
sparring,1
accuser,1
default,1090
honey,13
tray,13
super-tax,3
taxpayer-backed,3
swing,165
crossparty,3
unhinge,6
remainer,4
catchment,3
fashion-conscious,2
venerable,16
sunbed,3
amazing,73
ex-army,2
eveningwear,1
marauding,1
municipal,24
bygone,10
noticeboard,1
boxer,10
tolerant,18
discriminate,14
sales,1
hamfisted,1
broaden,32
insatiable,7
barmaid,3
surfboard,1
rearrangement,1
interleave,2
vent,21
mustard,10
multiculturalism,12
social-climbing,1
conceive,36
20-year-old,7
predilection,7
fancy,64
alluring,12
fictionalised,1
english-only,2
decease,1
athletics,15
virulent,8
f-16,2
disgusting,7
gloss,28
schoolboy,16
siege,17
illiberal,3
horn,17
country-specific,1
squillion,3
glower,3
abatement,2
buff,7
maze,7
unimprovable,1
taciturn,1
grenade,16
venal,2
well-received,2
encyclopaedia,2
appetising,5
segue,2
snowstorm,3
ax,49
inane,2
struggling,1
statistics,178
suburban,12
contagious,6
ghoul,3
pro-leave,1
makeover,10
selfless,8
prostrate,9
co-owner,2
improviser,1
litany,10
omnipresence,1
german-bashing,3
staffing,29
bipartisanship,1
ppl,1
40-year-old,5
peremptory,1
ever-cheaper,1
cider,21
rentier,5
unsustainable,244
upbringing,20
offstage,1
liberal,526
hated,4
top-level,2
feat,48
grudging,16
dishonour,3
navigation,3
derby-based,1
gilt-edged,6
break-up,229
thuggery,4
short-cut,1
speech,883
visceral,19
uncork,1
don,36
temple,33
zero-emission,1
overwhelm,56
obsessive,21
pumped-up,1
mega-city,1
transmitted,1
first-half,28
infamous,24
harness,35
compound,109
corporatist,5
great-grandson,1
terminal,38
diversified,9
saccharine,2
white-tiled,1
amp,2
breeze,14
responsive,6
13-month,8
turbo-charged,7
formality,12
apostasy,1
silo,8
macb,5
unaltered,2
disgusted,5
reassemble,2
starke,10
unlikeliness,1
sens,25
ex-chief,2
interdependent,2
suggest,1721
brocade,3
ta,3
desertion,3
graphic,21
bench,100
über,2
brexiteer,1
accuracy,20
non-uniform,1
wheeling,4
extraction,14
plumber,12
locus,1
imperturbable,1
unaffected,21
single-currency,4
torch,61
sport,493
rollback,3
workless,8
zero-based,2
crab,19
retell,3
german-made,1
post-elizabethan,1
surroundings,32
unaware,29
bonanza,23
arm,278
harrod,6
fossil-fuel,2
ventilator,1
husband,240
atrium,5
efficiency,182
correction,50
gruyère,1
stoppage,14
asphalt,3
down-at-heel,4
tiered,1
x-ray,1
concede,173
patent,63
cotswold,6
scope,170
literate,5
crunch,239
digger,4
microchip,6
sensuous,7
washboard,2
parasite,6
besotted,2
profligate,58
bait,4
pre-cautionary,1
security,565
intricate,12
white-gloved,1
idiotic,6
summon,50
mouthpiece,8
yobbery,1
skullcap,1
egotistical,2
redundant,63
long-termism,1
unreliability,1
made-up,3
executive,999
infringe,4
fastness,1
ingenious,17
unwind,29
stagehand,1
knitwear,7
garbage,4
1860,3
made-for-tv,1
reform-minded,1
secrete,3
rebalancing,71
councillor,58
disciplinarian,8
crypt,1
hostility,56
frozen,48
embodiment,16
asbestos,3
scurrilous,2
refreshing,25
schema,1
harangue,4
stubbornness,6
3-month,3
gunk,1
freeloader,2
ballroom,10
control,1174
dentist,17
re-read,6
frown,17
unsurpassed,4
skilled,50
averaging,2
sure-footed,3
buyer,312
procedural,6
graffitus,24
firewall,74
create,1536
uncollected,5
reverend,1
permissive,6
hiphop,1
rack,48
nine-to-five,2
exile,35
ungovernable,18
withhold,32
infrequent,2
addictive,11
descent,24
dodgy,36
élan,4
phase,174
rose-tinted,4
craze,9
exclude,193
curate,11
23-year-old,5
fund-supported,1
involve,571
shield,75
rags-to-riches,1
tercentenary,2
larger-than-expected,3
inward,20
visa-free,5
analyst,993
wisecrack,3
money,3849
redevelopment,7
cafeteria,2
businessman,99
considerable,138
ipa,1
mis-selling,5
grille,5
criminal,144
nat,12
cam,1
biomass,6
hollowed-out,1
mission,188
flux,4
opposed,1
four-person,1
worst-case,14
bliss,4
circulation,13
stumbling,4
non-carbon,1
daughter,275
internship,4
decimalisation,2
tribulation,5
nap,6
dredge,4
detach,26
acidity,6
retort,26
taxman,33
post-olympic,3
grunt,6
cleansed,1
lifesaving,1
auctioneer,4
splice,1
opulent,21
celeb,5
scene-setting,3
dust-up,1
surge,379
shocking,80
solitary,12
splintering,3
mid-career,1
distraught,3
bootcamp,2
conquistador,1
high-security,1
refurbishment,22
jobsworth,2
workaday,3
twentysomething,4
immortalise,12
potion,2
definitive,32
workstation,1
half-way,10
misconception,9
purloin,1
toll,97
anti-competitive,1
ablaze,1
wiry,2
executor,3
uncovenanted,1
disabled,91
chemist,16
uk-listed,5
politics,851
sterility,4
wc,2
pragmatist,11
10-part,1
pratfall,3
broad-based,13
ascendancy,19
sector-specific,1
hothouse,2
tough,915
irritated,15
bloodshot,1
selfy,3
describe,757
larcenous,2
ejaculation,1
reduce,1808
appreciation,36
doer,3
bloomin,1
taster,3
fulfill,1
narrow-minded,1
high-fat,1
poll,957
corporal,8
imagining,1
unionism,2
hairdress,1
unseemly,6
catering,13
littering,3
foothill,8
chimera,4
sabmiller,4
demerger,6
quark,1
gravelly,1
uprising,31
amortisation,10
shimmering,3
impunity,8
thought-through,2
boom,507
paellum,2
top-rated,2
importation,1
connectedness,1
discounter,7
noblesse,1
knoll,1
professor,128
seven-year,25
defensiveness,2
mobile-phone,4
handling,79
renovation,28
snub,17
enigma,7
heritage,81
saint,15
mid-march,1
queasiness,1
gold,357
sweetness,12
stridency,3
paroxysm,3
mechanical,22
cringe,2
still,5
iphone,7
heartless,14
stop-off,2
insitution,1
mayor,128
marketplace,15
expedite,5
west-coast,1
dumbfounded,2
enthusiastic,47
bewildering,8
super-inflation,1
engulf,80
newsagent,13
underprivileged,2
bright,190
groundsman,4
density,7
arrogance,31
enraged,4
ex-labour,4
minnow,6
much-awaited,1
tangent,1
womaniser,3
twine,2
palladium,2
bourbon,9
re-test,1
frisbee,1
ahead,2
forgo,18
sardonic,5
gladiatorial,2
teaching,79
citywide,1
unfold,69
outset,43
procession,29
supplemental,1
grate,13
well-taken,1
make-do-and-mend,4
intolerant,3
poor,985
burgeon,47
haddock,7
cinematography,2
milestone,29
showgirl,11
watt,1
gizmo,8
bubblegum,2
trick,128
faint,26
alliance,156
suitcase,8
four-bedroom,13
importance,159
recreate,35
goody,15
befriend,8
uncharismatic,3
egocentricity,1
transcendent,1
datum,887
incubation,1
staffer,4
skipper,7
delegate,59
acumen,7
accord,1587
resilient,54
blah,5
lass,2
com,32
sphere,23
socio-economic,7
disjointed,3
jogger,1
untimely,4
rain,94
teak,3
memorabilia,3
acceleration,28
self-published,1
plutocrat,14
rip,91
slavish,5
bigot,4
titular,2
viable,104
bumble,9
high-energy,3
grandpa,4
wellrehearsed,2
furbelow,1
cloth-eared,1
pre-crunch,1
billion,263
cheese,71
inexperienced,11
drawbridge,4
perjury,2
appeaser,1
combine,321
maltese,4
phase-out,3
uncommitted,1
fax,1
ff,5
statistical,29
commemoration,6
rajoy,9
realign,4
rate-setter,15
asylum,26
storytelling,11
heroic,35
gravity,45
lasagne,2
ligature,1
revenue,1082
adoration,2
western-style,1
fastest-growing,23
à,7
ar,5
unruffled,4
ambassadorial,3
ee,1
slaver,1
high-debt,11
money-printing,33
dutch-speaking,1
ordinary,238
guilty,64
unheralded,2
commit,403
nirvana,3
personnel,76
conflagration,7
pasok,9
rasher,1
mud,12
dense,10
less-qualified,1
sportswear,7
continuation,39
mess,249
lending,304
heavenly,8
monitored,1
wrinkly,1
graduation,1
brake,35
footstep,23
plumbing,19
organised,12
negligent,7
bushman,1
overreaction,3
twinge,4
nakedness,2
optional,15
glaze,8
usd,1
commonwealth,1
aisle,20
touch-screen,1
administration,291
exemplify,17
stockpile,8
crawley-based,1
masturbation,1
rights,233
10-day,8
sherbet,1
booster,3
circ,1
clientele,13
denote,15
needy,17
instructive,15
shovel-ready,5
freelance,13
sandy,5
tokenism,1
ever-widening,1
convent,9
byword,8
manoeuvre,80
assembly,55
tequila,1
mohair,4
trace,45
habitat,31
hospital-style,1
takeoff,1
missing,2
thalidomide,1
rt,1
outburst,32
forgiveness,46
wok,1
cracker,17
self-medicating,1
ex-finance,3
quintet,5
chirpy,6
eu-led,2
sprout,20
ebullience,1
second-best,3
presence,124
amalgamated,1
fool,81
export-focused,1
viola,1
wavelength,3
city-centre,2
bild,2
thinker,22
align,40
jubilant,5
monotony,2
rocky,33
theatrical,38
tired,51
apogee,4
pry,1
predecease,4
unconnected,1
protest,639
dislocate,3
universalism,1
headgear,1
mortgage,497
sustainability,139
misunderstand,17
pro-business,18
mugger,3
coup,74
gravel,6
fallout,65
plaintive,9
valet,9
interchange,3
rove,2
self-administered,1
untypical,1
soundbite,12
market,6026
leap,149
non-oil,6
praline,1
nato-led,1
challenge,1040
well-run,5
bask,15
economy-wide,1
vary,81
solid-state,1
muppet,3
infestation,3
emblem,13
singalong,3
beast,25
match-winning,1
zero-coupon,2
underscore,25
synchronised,10
peacemaker,3
lameness,1
weak,966
conversation,170
foodie,13
down-to-earth,4
non-investment,5
arthouse,1
deviance,2
typewriter,5
rebadged,1
anti-capitalism,2
height,117
all-day,5
provenance,6
hardware,7
linkup,1
lettering,2
doll,16
monetisation,21
king,125
calculate,211
amphitheatre,5
pump,127
zing,1
glacial,10
graf,1
icus,6
long-standing,40
cephalopod,1
over-18,1
damnation,1
pacific,2
forwarding,1
simmer,41
unhealthy,16
filigree,2
facade,16
recur,16
thanksgiving,2
libel,9
icaew,5
inscribe,7
lefty,5
corrosive,22
goujon,1
untrustworthy,4
hypercritical,1
semi-permanent,3
hopey,1
online,352
imf-eu,3
aura,10
gamut,6
director,969
dissent,38
warmth,33
scenario-planning,1
pre-2008,1
unpick,6
riverside,9
poshness,2
nutritional,2
dingy,5
debt-sustainability,1
pro-aspiration,1
switch,246
marketing,88
cardiovascular,1
fibula,1
consultative,2
confidence-boosting,2
alpha,7
leave,3660
corduroy,1
directorship,2
wince,11
assent,22
mousey,1
globe-trotting,1
maggot,1
milk,108
shambles,20
biannual,5
intangible,7
sartorial,8
cc,23
co-op,13
xv,3
public-relations,1
optimism,221
moll,1
send,740
tragic,53
scull,9
saxophonist,5
unanimous,19
nutrition,5
unshowy,1
path,334
spear-head,1
americana,6
fraudulent,8
rollicking,1
musing,6
rigid,44
infinitum,2
ineffable,2
agility,9
interdependence,1
generous,195
thrilling,24
brook,5
easy-to-understand,1
romance,39
cleavage,9
tasting,13
carnality,2
absent-minded,1
corps,16
fateful,17
meadow,8
curmudgeon,3
half-hearted,15
build,1140
heading,2
uncluttered,3
displacement,6
genuine,142
intruder,5
push-up,1
pandering,2
distil,15
uranium,8
ballast,2
rampart,2
austerity-hit,25
inept,15
eu-us,3
frustrating,23
elysian,2
e,34
forfeit,18
poncey,1
std,1
biblical,14
micro-market,1
adopter,1
broccoli,9
plonk,5
family-friendly,8
consuming,6
major,1224
legacy,225
collaborator,9
erase,18
disastrous,158
get-rich-quick,1
de-industrialisation,1
destitution,11
adherent,3
boundless,7
dustpan,1
perfectionism,1
bitter,137
negotiating,33
fragment,22
anti-muslim,1
computer,115
foreground,4
thoren,1
deface,2
tone-deaf,2
benefit,1969
bookseller,4
sit-in,11
above-trend,5
second-guess,5
haired,1
else,56
wood-fired,1
near-doubling,1
pel,4
tower,66
warrior,20
interviewer,19
webcast,1
panda,9
pastor,4
metamorphose,2
furrow,8
predict,736
co-operative,19
scaremonger,2
short-term,260
entity,36
lawnmower,4
sinecure,3
mini-job,5
nose-dive,3
kip,1
traffic,113
retention,10
codify,2
spray-painted,1
utter,52
bandy,12
nf,1
rejection,76
juxtapose,3
softly-spoken,1
fine-tune,3
unpublished,8
one-liner,2
australian-style,2
ppt,1
miracle,79
sarin,1
karaoke,3
one-party,7
20-inch,1
uncivilised,2
unveil,350
nod,62
suppression,5
greyness,3
tightness,1
discredited,18
84-year-old,1
counterpart,136
stellar,26
mania,8
spattered,1
factional,1
january-march,1
industrialised,14
alcohol,83
accrual,2
spanner,8
tutelage,3
groin,3
blast,59
wickedness,5
peruvian,1
radiologist,1
redefinition,2
normalised,4
radius,5
ambush,5
wrong-foot,4
non-emu,2
inverse,8
leech,4
chariot,4
duckling,9
nerve-jangling,1
desiccate,2
smarten,3
wild,99
philistinism,1
war-ravaged,2
plutonium,7
land,396
policing,1
grounds,144
measurable,3
extra,1039
deterioration,62
gregarious,1
cliff,148
delete,9
prurient,4
august,1
oil-price,1
vuvuzela,1
lawyer,128
campsite,2
distraction,37
motto,16
filibuster,2
merchant,34
connect,85
sear,3
corbynomic,9
tit,1
sprawl,15
irreverent,4
hydrocarbon,5
inventory,31
rag,14
taiwanese,1
indecipherable,1
drug-taking,1
aerospace,46
apprentice-style,1
vexing,2
anti-immigrant,6
latter,200
peace,158
flashbulb,3
iif,4
hatter,1
out-turn,7
everlasting,4
determine,351
luc,9
deutschmark,3
nauseating,2
retrace,3
kestrel,1
infiltrator,1
antisocial,9
possess,42
multiplicity,2
corrode,8
ocd,1
sail,55
repertoire,10
filing,4
self-delusion,6
compartmentalise,2
british-based,1
follow-on,1
ad,50
complexion,9
anise,3
ascription,1
clammy,2
sandbag,1
goon,1
vagueness,1
house,1165
command,128
bearing,20
undiscovered,2
ibex,2
onetime,2
mandarin-speaking,2
macro-fiscal,1
prepared,27
gleaming,9
floral,15
double-act,1
hard-luck,1
panel,105
demolish,35
engineer,145
tongue,33
pall,10
operandus,3
timing,113
balloon,43
farthing,2
dauphinoise,1
blanc,21
salmon,20
yob,6
nominee,6
goody-goody,1
surgical,18
horror,136
egregious,13
pit,56
president,1161
crossword,8
spectacular,97
unquantifiable,3
dereliction,4
over-stated,1
integral,19
haplessness,2
midfielder,16
maelstrom,16
non-judgmental,1
deficit-reducing,4
drive,1453
resistance,103
birdsong,3
about-face,1
corner-turning,1
threepenny,1
sunflower,2
levy,290
aged,171
modification,3
landline,1
astringent,4
mountaineering,3
custard,8
saintly,10
neutral,126
indefinite,17
purgatory,4
bash-the-rich,1
gaffe-prone,1
psychodrama,3
cycladic,1
remover,1
accustomed,10
papers,67
irritate,8
profound,87
many-headed,1
labour-controlled,2
enquire,1
monogrammed,1
soda,3
unexcitingly,1
wrongdoer,1
guitarist,10
wages,484
humid,3
shill,1
19-year,1
undefeated,3
conciliatory,14
trounce,5
chump,1
congratulatory,1
safety,220
single-party,2
bewitching,3
dent,53
hand-out,9
bushel,2
depressive,2
exertion,1
screen,130
rebranding,5
dunce,1
ticker,1
adventurous,12
late-stage,4
downtime,2
northern,286
choosing,9
forsake,10
snowboard,1
scoop,22
rep,4
sling,1
bemoan,19
ounce,32
pro-tibet,1
in-school,1
overland,1
exotic,48
opium,3
unwillingness,10
non-white,5
chromatic,1
hospitality,46
supporting,1
jamboree,3
tarragon,3
fusing,1
action,1114
qualified,9
librettist,2
christen,11
believable,13
irreversibility,3
tenderness,2
clench,4
omelette,10
ruby,2
neediness,1
vote,2628
enrich,17
canapés,7
wilful,4
five-a-side,1
cynical,61
tax-raising,13
rive,2
resentment,69
disadvantaged,30
ogre,3
self-congratulation,2
fixed-currency,1
agglomeration,1
parliament,950
fart,2
unopposed,2
dedicated,31
suffice,12
ponzus,1
minority,211
eradicate,40
woo,33
terraced,5
optimistic,273
seductive,19
sweeper,1
curtsey,4
uncontested,1
deficit-reduction,26
prestigious,14
asymmetrical,2
guilder,4
stimulative,4
bearer,4
financing,165
unpredictable,37
leafleting,1
gross,235
hock,5
capital-gain,1
relate,92
sobering,19
lascivious,1
berate,23
insinuate,1
stamen,4
ballpoint,2
violation,21
related,43
totem,4
rotter,3
spirituality,3
confidentiality,3
private-island,1
foot,331
capitulation,22
heretical,6
carving,3
all-year-round,1
damages,13
doveish,2
bountiful,2
galvanize,1
racist,31
much-watched,2
shock-and-awe,1
austerity-age,1
upsurge,9
four-year-old,11
icelander,4
atrocious,4
beefed-up,4
inevitable,243
culpa,14
bland,15
batsman,5
poison,52
basketball,10
second-placed,4
cohabiting,2
altitude,7
railroad,6
sexuality,9
yurt,3
impasse,61
weed,11
adjudication,1
anticapitalism,1
eerie,5
objectionable,2
flat,278
trashy,4
chilli,12
workaholic,4
professionalising,1
planet-saving,1
mettle,18
price-tag,2
shard,2
dross,3
profane,1
mesh,6
irrecoverable,1
car-free,1
spectacle,58
bedeck,3
menial,4
hard-wired,4
disquisition,1
equality,59
unreformed,22
landlady,6
declare,335
homebuilder,3
flawed,21
pricy,3
cast-iron,15
three-month,30
vapour,1
fatalistic,4
cluttered,3
inundation,2
jaundiced,1
bereavement,3
electrician,9
glib,5
effluent,1
criminalise,2
crowd,262
higher-quality,1
oven-ready,1
left-wing,320
spike,153
fast-growing,16
pin-up,9
marked-down,1
fusty,2
snap,155
property-related,1
moneyman,1
double-dipped,2
legitimate,58
permafrost,2
regularity,7
re-rating,6
crocheted,1
bandwagon,11
emotive,11
weakened,11
pressurised,3
pheasant,6
reprofiling,3
jetty,1
pantomime,24
procure,11
gangster,7
spender,22
galling,9
underline,101
forlorn,10
dizzy,6
muzzle,2
walk-in,3
uprating,2
gunship,1
ward,54
methodology,16
sesame,1
hexagonal,1
engine,168
upholstery,10
deep-fried,1
picket,13
renew,259
thumbs-up,3
loopy,1
coddling,1
optimise,2
tweed,10
misdeed,1
loan-to-value,17
kite-flying,2
remonstrate,1
briefs,14
guardian-reading,1
unreconciled,2
well-supported,1
mirthless,1
royalty,40
apf,1
augmentation,2
ten-year,14
discern,18
rba,2
fury,88
quell,19
unbritish,1
woodworking,1
lapdog,1
